locationId,location,parameter,value,date,unit,coordinates,country,city,isMobile,isAnalysis,entity,sensorType
3459,Embassy Kathmandu,pm25,-999.0,"{'utc': '2024-07-26T18:15:00+00:00', 'local': '2024-07-27T00:00:00+05:45'}",µg/m³,"{'latitude': 27.738703, 'longitude': 85.336206}",NP,,False,,Governmental Organization,reference grade
3459,Embassy Kathmandu,pm25,-999.0,"{'utc': '2024-07-26T17:15:00+00:00', 'local': '2024-07-26T23:00:00+05:45'}",µg/m³,"{'latitude': 27.738703, 'longitude': 85.336206}",NP,,False,,Governmental Organization,reference grade
3459,Embassy Kathmandu,pm25,-999.0,"{'utc': '2024-07-26T16:15:00+00:00', 'local': '2024-07-26T22:00:00+05:45'}",µg/m³,"{'latitude': 27.738703, 'longitude': 85.336206}",NP,,False,,Governmental Organization,reference grade
3459,Embassy Kathmandu,pm25,-999.0,"{'utc': '2024-07-26T15:15:00+00:00', 'local': '2024-07-26T21:00:00+05:45'}",µg/m³,"{'latitude': 27.738703, 'longitude': 85.336206}",NP,,False,,Governmental Organization,reference grade
3459,Embassy Kathmandu,pm25,-999.0,"{'utc': '2024-07-26T14:15:00+00:00', 'local': '2024-07-26T20:00:00+05:45'}",µg/m³,"{'latitude': 27.738703, 'longitude': 85.336206}",NP,,False,,Governmental Organization,reference grade
3459,Embassy Kathmandu,pm25,-999.0,"{'utc': '2024-07-26T13:15:00+00:00', 'local': '2024-07-26T19:00:00+05:45'}",µg/m³,"{'latitude': 27.738703, 'longitude': 85.336206}",NP,,False,,Governmental Organization,reference grade
3459,Embassy Kathmandu,pm25,-999.0,"{'utc': '2024-07-26T12:15:00+00:00', 'local': '2024-07-26T18:00:00+05:45'}",µg/m³,"{'latitude': 27.738703, 'longitude': 85.336206}",NP,,False,,Governmental Organization,reference grade
3459,Embassy Kathmandu,pm25,-999.0,"{'utc': '2024-07-26T11:15:00+00:00', 'local': '2024-07-26T17:00:00+05:45'}",µg/m³,"{'latitude': 27.738703, 'longitude': 85.336206}",NP,,False,,Governmental Organization,reference grade
3459,Embassy Kathmandu,pm25,-999.0,"{'utc': '2024-07-26T10:15:00+00:00', 'local': '2024-07-26T16:00:00+05:45'}",µg/m³,"{'latitude': 27.738703, 'longitude': 85.336206}",NP,,False,,Governmental Organization,reference grade
3459,Embassy Kathmandu,pm25,-999.0,"{'utc': '2024-07-26T09:15:00+00:00', 'local': '2024-07-26T15:00:00+05:45'}",µg/m³,"{'latitude': 27.738703, 'longitude': 85.336206}",NP,,False,,Governmental Organization,reference grade
3459,Embassy Kathmandu,pm25,-999.0,"{'utc': '2024-07-26T08:15:00+00:00', 'local': '2024-07-26T14:00:00+05:45'}",µg/m³,"{'latitude': 27.738703, 'longitude': 85.336206}",NP,,False,,Governmental Organization,reference grade
3459,Embassy Kathmandu,pm25,-999.0,"{'utc': '2024-07-26T07:15:00+00:00', 'local': '2024-07-26T13:00:00+05:45'}",µg/m³,"{'latitude': 27.738703, 'longitude': 85.336206}",NP,,False,,Governmental Organization,reference grade
3459,Embassy Kathmandu,pm25,-999.0,"{'utc': '2024-07-26T06:15:00+00:00', 'local': '2024-07-26T12:00:00+05:45'}",µg/m³,"{'latitude': 27.738703, 'longitude': 85.336206}",NP,,False,,Governmental Organization,reference grade
3459,Embassy Kathmandu,pm25,-999.0,"{'utc': '2024-07-26T05:15:00+00:00', 'local': '2024-07-26T11:00:00+05:45'}",µg/m³,"{'latitude': 27.738703, 'longitude': 85.336206}",NP,,False,,Governmental Organization,reference grade
3459,Embassy Kathmandu,pm25,-999.0,"{'utc': '2024-07-26T04:15:00+00:00', 'local': '2024-07-26T10:00:00+05:45'}",µg/m³,"{'latitude': 27.738703, 'longitude': 85.336206}",NP,,False,,Governmental Organization,reference grade
3459,Embassy Kathmandu,pm25,-999.0,"{'utc': '2024-07-26T03:15:00+00:00', 'local': '2024-07-26T09:00:00+05:45'}",µg/m³,"{'latitude': 27.738703, 'longitude': 85.336206}",NP,,False,,Governmental Organization,reference grade
3459,Embassy Kathmandu,pm25,-999.0,"{'utc': '2024-07-26T02:15:00+00:00', 'local': '2024-07-26T08:00:00+05:45'}",µg/m³,"{'latitude': 27.738703, 'longitude': 85.336206}",NP,,False,,Governmental Organization,reference grade
3459,Embassy Kathmandu,pm25,-999.0,"{'utc': '2024-07-26T01:15:00+00:00', 'local': '2024-07-26T07:00:00+05:45'}",µg/m³,"{'latitude': 27.738703, 'longitude': 85.336206}",NP,,False,,Governmental Organization,reference grade
3459,Embassy Kathmandu,pm25,-999.0,"{'utc': '2024-07-26T00:15:00+00:00', 'local': '2024-07-26T06:00:00+05:45'}",µg/m³,"{'latitude': 27.738703, 'longitude': 85.336206}",NP,,False,,Governmental Organization,reference grade
3459,Embassy Kathmandu,pm25,-999.0,"{'utc': '2024-07-25T23:15:00+00:00', 'local': '2024-07-26T05:00:00+05:45'}",µg/m³,"{'latitude': 27.738703, 'longitude': 85.336206}",NP,,False,,Governmental Organization,reference grade
3459,Embassy Kathmandu,pm25,2.0,"{'utc': '2024-07-25T22:15:00+00:00', 'local': '2024-07-26T04:00:00+05:45'}",µg/m³,"{'latitude': 27.738703, 'longitude': 85.336206}",NP,,False,,Governmental Organization,reference grade
